species,class,order,maximum_lifespan_yr,mass_g,volancy,fossoriallity,foraging_environment,daily_activity
Vulpes_zerda,Mammalia,Carnivora,16.3,1250,nonvolant,semifossorial,terrestrial,nocturnal
Wallabia_bicolor,Mammalia,Diprotodontia,16.8,14625,nonvolant,nonfossorial,terrestrial,nocturnal
Xerus_erythropus,Mammalia,Rodentia,10.3,600,nonvolant,semifossorial,terrestrial,diurnal
Xerus_inauris,Mammalia,Rodentia,11.5,588,nonvolant,semifossorial,terrestrial,diurnal
Zaedyus_pichiy,Mammalia,Cingulata,12.5,1500,nonvolant,semifossorial,terrestrial,nocturnal
Zapus_hudsonius,Mammalia,Rodentia,5.6,18,nonvolant,semifossorial,terrestrial,nocturnal
Sterna_fuscata,Aves,Charadriiformes,35.8,148,volant,nonfossorial,aquatic,cathemeral
Pagophila_eburnea,Aves,Charadriiformes,23.9,550,volant,nonfossorial,aquatic,cathemeral
Rissa_brevirostris,Aves,Charadriiformes,27,377,volant,nonfossorial,aquatic,cathemeral
Rissa_tridactyla,Aves,Charadriiformes,28.5,317,volant,nonfossorial,aquatic,diurnal
Sterna_dougallii,Aves,Charadriiformes,25.7,112,volant,nonfossorial,aquatic,diurnal
Sterna_hirundo,Aves,Charadriiformes,33,120,volant,nonfossorial,aquatic,diurnal
Sterna_paradisaea,Aves,Charadriiformes,34,100,volant,nonfossorial,aquatic,cathemeral
Sterna_maxima,Aves,Charadriiformes,28.6,373,volant,nonfossorial,aquatic,cathemeral
Sterna_sandvicensis,Aves,Charadriiformes,30.8,250,volant,nonfossorial,aquatic,nocturnal
Himantopus_himantopus,Aves,Charadriiformes,10.2,161,volant,nonfossorial,terrestrial,cathemeral
Himantopus_mexicanus,Aves,Charadriiformes,19.1,186,volant,nonfossorial,terrestrial,cathemeral
Recurvirostra_avosetta,Aves,Charadriiformes,27.8,304,volant,nonfossorial,terrestrial,cathemeral
Actitis_hypoleucos,Aves,Charadriiformes,14.5,48,volant,nonfossorial,terrestrial,diurnal
Calidris_alba,Aves,Charadriiformes,18.6,50,volant,nonfossorial,terrestrial,cathemeral
Calidris_alpina,Aves,Charadriiformes,28.8,52.5,volant,nonfossorial,terrestrial,cathemeral
Accipiter_cooperii,Aves,Accipitriformes,20.3,526.64,volant,nonfossorial,terrestrial,diurnal
Accipiter_gentilis,Aves,Accipitriformes,22,1044.2,volant,nonfossorial,terrestrial,diurnal
Accipiter_nisus,Aves,Accipitriformes,20.2,237.5,volant,nonfossorial,terrestrial,diurnal
Accipiter_striatus,Aves,Accipitriformes,19.9,135,volant,nonfossorial,terrestrial,diurnal
Aegypius_monachus,Aves,Accipitriformes,39,9625,volant,nonfossorial,terrestrial,diurnal
Aquila_adalberti,Aves,Accipitriformes,44.5,3000,volant,nonfossorial,terrestrial,diurnal
Aquila_audax,Aves,Accipitriformes,40,3466,volant,nonfossorial,semiarboreal,diurnal
Aquila_chrysaetos,Aves,Accipitriformes,48,4800,volant,nonfossorial,terrestrial,diurnal
Aquila_fasciatus,Aves,Accipitriformes,20,2000,volant,nonfossorial,terrestrial,diurnal
Aquila_heliaca,Aves,Accipitriformes,56,3262,volant,nonfossorial,terrestrial,diurnal
Aquila_nipalensis,Aves,Accipitriformes,41,2745.5,volant,nonfossorial,terrestrial,diurnal
Aquila_pomarina,Aves,Accipitriformes,26.1,1370,volant,nonfossorial,terrestrial,diurnal
Aquila_rapax,Aves,Accipitriformes,40.3,1996.1,volant,nonfossorial,terrestrial,diurnal
Butastur_indicus,Aves,Accipitriformes,8.5,415,volant,nonfossorial,terrestrial,diurnal
Buteo_buteo,Aves,Accipitriformes,28.8,1012,volant,nonfossorial,terrestrial,diurnal
Buteo_jamaicensis,Aves,Accipitriformes,30.7,1362,volant,nonfossorial,terrestrial,diurnal
Buteo_lagopus,Aves,Accipitriformes,18.8,980.64,volant,nonfossorial,terrestrial,diurnal
Buteo_lineatus,Aves,Accipitriformes,22.4,607,volant,nonfossorial,terrestrial,diurnal
Buteo_platypterus,Aves,Accipitriformes,18.3,454,volant,nonfossorial,terrestrial,diurnal
Buteo_regalis,Aves,Accipitriformes,23.7,1500,volant,nonfossorial,terrestrial,diurnal
Buteo_solitarius,Aves,Accipitriformes,17,505,volant,nonfossorial,terrestrial,diurnal
Buteo_swainsoni,Aves,Accipitriformes,24.9,980.64,volant,nonfossorial,terrestrial,diurnal
Buteogallus_anthracinus,Aves,Accipitriformes,13.5,837,volant,nonfossorial,terrestrial,diurnal
Circaetus_gallicus,Aves,Accipitriformes,17.3,1699.5,volant,nonfossorial,terrestrial,diurnal
Circus_aeruginosus,Aves,Accipitriformes,20.1,711.5,volant,nonfossorial,terrestrial,diurnal
Circus_cyaneus,Aves,Accipitriformes,17.1,392,volant,nonfossorial,terrestrial,diurnal
Circus_macrourus,Aves,Accipitriformes,13.5,388.5,volant,nonfossorial,terrestrial,diurnal
Circus_pygargus,Aves,Accipitriformes,16.3,315.5,volant,nonfossorial,terrestrial,diurnal
Elanus_caeruleus,Aves,Accipitriformes,6,260.5,volant,nonfossorial,terrestrial,diurnal
Geranoaetus_melanoleucus,Aves,Accipitriformes,42,2447.5,volant,nonfossorial,terrestrial,diurnal
Gypaetus_barbatus,Aves,Accipitriformes,40,5070,volant,nonfossorial,terrestrial,diurnal
Gypohierax_angolensis,Aves,Accipitriformes,27.1,1600,volant,nonfossorial,semiarboreal,diurnal
Gyps_africanus,Aves,Accipitriformes,19.7,5433,volant,nonfossorial,terrestrial,diurnal
Gyps_fulvus,Aves,Accipitriformes,41.4,7436,volant,nonfossorial,terrestrial,diurnal
Haliaeetus_albicilla,Aves,Accipitriformes,42,6696.5,volant,nonfossorial,aquatic,diurnal
Haliaeetus_leucocephalus,Aves,Accipitriformes,48,3175,volant,nonfossorial,terrestrial,diurnal
Harpia_harpyja,Aves,Accipitriformes,16.8,4800,volant,nonfossorial,semiarboreal,diurnal
